,neighbourhood,host_name,room_type,neighbourhood_group,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,price
1536,170.50877192982455,195.0,2,4,0.0,0.0,-0.9615384615384615,-0.15217391304347827,-0.8637873754152824,-3.0,0.0,-0.7142857142857143,200
1537,151.44255319148937,127.66666666666667,1,4,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,111
1538,151.44255319148937,815.0,2,4,-0.1111111111111111,2.2,0.09615384615384602,-0.17391304347826086,-0.5647840531561462,0.0,1.0,-1.7142857142857142,815
1539,74.85074626865672,457.5,1,0,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,800
1540,188.7462686567164,322.14285714285717,2,4,0.1111111111111111,18.7,8.192307692307692,-0.17391304347826086,-0.3222591362126246,0.0,1.0,-0.42857142857142855,185
1541,188.7929104477612,162.75,2,4,-0.1111111111111111,17.1,7.288461538461538,0.15217391304347827,-0.6112956810631229,0.0,1.0,-1.8571428571428572,218
1542,166.16299137104505,136.63636363636363,2,4,3.0,3.6,0.7884615384615383,0.043478260869565216,0.22591362126245848,0.0,1.0,-1.4285714285714286,149
1543,100.390625,40.0,1,2,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,40
1544,201.27619047619046,85.3076923076923,2,4,16.333333333333332,-0.2,0.0,-0.08695652173913043,0.3488372093023256,0.0,0.0,0.0,100
1545,161.59859154929578,372.6666666666667,2,4,-0.2222222222222222,0.3,-0.8076923076923077,-0.17391304347826086,0.34551495016611294,-2.0,5.0,-1.1428571428571428,210
1546,158.63002680965147,150.0,0,2,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,150
1547,166.16299137104505,136.63636363636363,2,4,2.7777777777777777,1.5,-0.23076923076923087,0.043478260869565216,0.24584717607973422,-1.0,-4.0,-1.5714285714285714,199
